,pubkey,alias,color_hex,open_channels,capacity,min_channel_size,address_1,address_2,hubness_rank,weighted_hubness_rank,hopness_rank,weighted_hopness_rank,betweenness_rank,weighted_betweenness_rank,website,twitter,nostr,youtube,facebook,linkedin,telegram,instagram,discord,medium,tiktok,github,bio,avatar,social_image,name,lnp_verified_user,lnp_updated_at,lnp_rank,lnp_rank_name,prime,pro,lnp_positive_ratings_received,lnp_negative_ratings_received,lnp_positive_ratings_given,lnp_negative_ratings_given,lnp_badges
302,020cb9b93492969c03d4dd24441e56b6a2c40361fc2033cdef43779dad72b43592,retiringon.bitcoin [myNode],#68f442,63,153067350,0.0,100.33.137.223:9735,sxdtpna6pjusi5hhfza5h7rh6avehlkk2bs7d4ale6j7q4tmos4o5cqd.onion:9735,632,1105,363,4620,213,244,,,npub1z78tmh9tns6fue8mnxy35k94ua6slm2dtx9d07tw7hf5dkjgyyqsytg6ah,,,,https://t.me/ROB43592,,,,,,,https://d48ttl5m5edbw.cloudfront.net/4k02bnq47vqwaos869ox4xenos1e,https://d48ttl5m5edbw.cloudfront.net/wo1slognttkhwxvhcruahli763qw,RetiringOn.Bitcoin [myNode],True,2025-03-02T03:42:05.727Z,8,Gold,True,False,86.0,0.0,84.0,12.0,"[{'name': 'Honourable', 'description': 'Received 25+ good ratings and 90%+ Happy'}, {'name': 'Virtuous', 'description': 'Received 50+ good ratings and 90%+ Happy'}, {'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Passionate', 'description': 'Opened 10+ Channels'}, {'name': 'Impactful', 'description': 'Opened 25+ Channels'}, {'name': 'Liquid', 'description': 'Has Liquidity Credits'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Inquisitive', 'description': 'Asked a question'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'Gold', 'description': 'Node Rank 8'}]"
303,020cbf9eb430b9657ea67e77ec20a06d0c278e7e0d34f1b28feb3f67fedc7a2549,PayByte.IO,#ff9900,1,367974,,,,7387,7387,7387,7387,7387,7387,,,,,,,,,,,,,,,,,False,2025-03-01T14:33:54.369Z,2,Iron,False,False,,,,,[]
304,020cc87677a9027c8eb19b495b26c7537dc2ba55bb2f30ba97b205e1cecf4048e3,nexenexen,#68f442,1,751745,,df3nyxecrqhoj3mxqe5wht2xc6d5xdgc5csggiovkcs6qvxrqc7ypgyd.onion:9735,,9120,9120,9120,9120,9120,9120,,,,,,,,,,,,,,,,,False,2025-03-01T17:40:29.075Z,2,Iron,False,False,,,,,[]
305,020cc974f733c32907b1a8cd7da6fc6c896e8eb45e1a1c3ec28a46b69b2fefe4ff,Teilcorner,#070a4a,8,3790000,0.0,wa52ad2coowm4pmcvw4oaqymxo7ykq4n7zdejk2x2xqf5w4mxdztysid.onion:9735,,5681,4681,5973,4882,550,823,,,,,,,,,,,,,,,,Teilcorner,True,2025-03-02T06:25:35.446Z,2,Iron,False,False,0.0,1.0,0.0,0.0,"[{'name': 'Verified', 'description': 'Node signed'}]"
306,020cd843f3128386ac5551647496d57aeb0b5259611d7ebb9314cae77115653548,020cd843f3128386ac55,#3399ff,10,17031250,0.0,t2dgrkvfdmzpyrgljtrfdgrk6aqokv7vboxovd7wf6dtrvpqp4a5lwqd.onion:9735,,4367,3953,4208,5198,2928,2099,,@maxdruthers,,,,,,,,,,,came for the sats. stayed for the decentralization.,https://d48ttl5m5edbw.cloudfront.net/mksl6c3ugg7zax0os3doh31eogq2,https://d48ttl5m5edbw.cloudfront.net/jvoheggq5afejldf85rpqys9ncdt,Max Druthers,True,2025-03-01T13:36:22.455Z,4,Mercury,True,False,43.0,0.0,44.0,0.0,"[{'name': 'Honourable', 'description': 'Received 25+ good ratings and 90%+ Happy'}, {'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Passionate', 'description': 'Opened 10+ Channels'}, {'name': 'Impactful', 'description': 'Opened 25+ Channels'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Inquisitive', 'description': 'Asked a question'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'OG', 'description': 'Early registrant'}, {'name': 'API User', 'description': 'Have used the LN+ API'}]"
307,020ce3c7a4516ae35d76c49990da4f727012f20c49127fed46000c6d5dc4908a97,Ula-loop,#3399ff,0,0,0.0,lzwmpcuovtobucsvbr4esyjct7f4tca7xtenmhg56q7ogcmpheovkaqd.onion:9735,,9333,9333,9333,9333,9333,9333,,,,,,,,,,,,,,,,020ce3c7a4516ae35d76,True,2025-02-25T14:50:08.953Z,0,,False,False,0.0,0.0,0.0,0.0,"[{'name': 'Verified', 'description': 'Node signed'}]"
308,020d01b5c15c94dc84eb3bf0402f41b073423624a2df35c88ee2cd6c8b4b29e838,winecountry,#68f442,12,13163476,0.0,jsooflbllu7dd36pqwrvp7ywrexqotygdav2eqvk4vxffpsxltnkfgid.onion:9735,,1580,2240,236,5201,288,1187,,,,,,,,,,,,,,,,winecountry,True,2025-03-01T07:42:26.549Z,7,Silver,False,False,4.0,0.0,4.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'OG', 'description': 'Early registrant'}, {'name': 'Silver', 'description': 'Node Rank 7'}]"
309,020d06a56bcc6428b48b02c8e514b73c4bddceba844570abda2bcc46bc474425ab,Bitnob,#ff5000,2,120000000,0.0,35.164.67.25:9735,cmfdwu7lxlvmclc2ur3mcoh4hlin6yibqeo4byu4kj2rew54qsppobid.onion:9735,3493,825,3658,5855,4895,3691,,,,,,,,,,,,,,https://d48ttl5m5edbw.cloudfront.net/96ba2ei4cp1phcww7x0elq92yh87,https://d48ttl5m5edbw.cloudfront.net/5hg104rsxd1t3n57mnzbuobjmmmc,Bitnob,True,2025-03-01T15:06:33.184Z,6,Tungsten,False,False,6.0,0.0,1.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Verified', 'description': 'Node signed'}]"
310,020d08c8151aeef5fc1116e414fe33f939e48b17bfe82f5fe2578c3c18e4c771ab,14ede1d095e9,#3399ff,1,90000,,3.238.188.109:9735,,9339,9339,9339,9339,9339,9339,,,,,,,,,,,,,,,,,False,2024-10-23T09:05:07.177Z,1,Aluminium,False,False,,,,,[]
311,020d0f63b3f8c1a5960a4a3b524fca55b805fd73a30ffd5638c61c0b558df12711,Nicey,#3399ff,1,5000000,0.0,43jvwrt7rzy5mvzsdiz653bkud4zxdzggcz4od32y5uah2d5s7zvsbqd.onion:9735,,9635,9635,9635,9635,9635,9635,,,,,,,,,,,,,,https://d48ttl5m5edbw.cloudfront.net/haaq21a38do1oamrmnb4ylybevgw,https://d48ttl5m5edbw.cloudfront.net/tt4ukw37y5sg2bjekubssaxhx2pv,Nicey,True,2025-03-01T17:36:08.202Z,2,Iron,False,False,4.0,1.0,6.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Verified', 'description': 'Node signed'}]"
312,020d0fdcc9cfca39aebc7b6fd5657cef4bd5287e571afd6317f0b0a8b4430e3c00,RaspiBlitzMoJa1,#68f442,36,277444432,0.0,159.69.32.62:23252,vc3mzjyxee6benv4xt7w6blmdpxyof6re3gzqcstw4dot4r27wggbgad.onion:9735,1706,1956,2604,5260,782,312,,,,,,,,,,,,,,https://d48ttl5m5edbw.cloudfront.net/cwirw71wa2m8jk55fmd6ha60qjim,https://d48ttl5m5edbw.cloudfront.net/ohi596oq393mcgh7kpqfwugrnl60,RaspiBlitzMoJa1,True,2025-03-01T14:27:53.204Z,7,Silver,True,False,129.0,0.0,107.0,40.0,"[{'name': 'Honourable', 'description': 'Received 25+ good ratings and 90%+ Happy'}, {'name': 'Virtuous', 'description': 'Received 50+ good ratings and 90%+ Happy'}, {'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Passionate', 'description': 'Opened 10+ Channels'}, {'name': 'Impactful', 'description': 'Opened 25+ Channels'}, {'name': 'Superstar', 'description': 'Opened 50+ Channels'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Inquisitive', 'description': 'Asked a question'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'OG', 'description': 'Early registrant'}, {'name': 'Silver', 'description': 'Node Rank 7'}]"
313,020d1617e27ac022395352f2b3774969593d3d6ddff6fb117d820a9dda8da45217,i'llTryAnythingOnce,#d7cfad,118,1095178166,0.0,23.88.103.101:40009,b2abr4r5xjkxy32yj3eclnggyrywarau3cbc5tjshogqaopbdoywrayd.onion:9735,88,167,61,4591,190,129,,,,,,,https://t.me/giraffecup,,,,,,"I'm keen to join clearnet swap 5M+. Ping me, thank you. For opening to me on the Pool, please have clearnet & channel size larger than 7M. I'd like to keep channels for a long time most of the time as long as we don't cause troubles to each other. Thank you.",,,needleInTheHay,True,2025-03-02T05:05:03.293Z,10,Iridium,True,False,188.0,0.0,187.0,1.0,"[{'name': 'Honourable', 'description': 'Received 25+ good ratings and 90%+ Happy'}, {'name': 'Virtuous', 'description': 'Received 50+ good ratings and 90%+ Happy'}, {'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Passionate', 'description': 'Opened 10+ Channels'}, {'name': 'Impactful', 'description': 'Opened 25+ Channels'}, {'name': 'Superstar', 'description': 'Opened 50+ Channels'}, {'name': 'Liquid', 'description': 'Has Liquidity Credits'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Inquisitive', 'description': 'Asked a question'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'Iridium', 'description': 'Node Rank 10'}]"
314,020d18c31aebb00e917fd4c7fb290c1d399b775836d72eba43eff4f55838404d39,nodl-349830fc4dfb3bff57c4faee,#000000,1,100000,,85.208.69.17:4002,,8800,8800,8800,8800,8800,8800,,,,,,,,,,,,,,,,,False,2024-11-19T14:20:57.546Z,0,,False,False,,,,,[]
315,020d37417bab5e21800365630d9cac640dd1c0f530d39fc32c4204d6bbb698ae1f,020d37417bab5e218003,#3399ff,1,750000,,ymsetd3kelhtjysgztkkz6agczs6gfwyiz7ot6e66vymyw6g3qzf34ad.onion:9735,,8603,8603,8603,8603,8603,8603,,,,,,,,,,,,,,,,,False,2025-03-01T14:23:46.289Z,2,Iron,False,False,,,,,[]
316,020d45b0ab490bf3eb7d29977ad1fa40c61d9ff6281d67eea4fc7290b8b058ff02,TJdelaPlaya,#ed0c0c,1,5000000,0.0,44.229.140.162:9735,65egw5laluzwzbzx4urcchbkzfqh576lnkw2qk5fnm5ue4a3bgi2ugyd.onion:9735,11296,11296,11296,11296,11296,11296,,,,,,,,,,,,,,,,tjmmainnet,True,2024-07-22T07:23:31.759Z,0,,True,False,11.0,0.0,8.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Passionate', 'description': 'Opened 10+ Channels'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}]"
317,020d5a71e32c8531fe857132451c8fefed0b3d5db3117a912e2cc7b60064c2e9e5,ferrabras,#68f442,2,617694,,ytclafbpek3dxlllt4ewxb73gsvxsmlwj4lxkjwzumrfalhrr5l5yjyd.onion:9735,,6233,6189,6042,7526,6301,5815,,,,,,,,,,,,,,,,,False,2024-07-16T14:20:23.368Z,0,,False,False,,,,,[]
318,020d6989eaaf107a020501607aae8f489dd207cc495fbdd6b80eee14336ed3217c,ln1.bitcoin1212.me,#3399ff,10,13106819,,45.76.165.162:9735,6a4rbtgdcwlt53jmwvyuzsf4ritbr7pcjwk6sfscfosw4jfjkz2jo3qd.onion:9735,4675,4587,3617,5027,1619,1587,,,,,,,,,,,,,,,,,False,2025-03-01T14:07:33.068Z,3,Copper,False,False,,,,,[]
319,020d6eee7921a74926f4da7edc0de8d069fd69dd5e365ee2f9c18661840bc75dc9,bonzasteech,#f13f0a,1,1000000,,ywcms52bkoa43irhmvabd6lsfqzozoq4etivemht3ox4sjowvqqhskid.onion:9735,,11499,11499,11499,11499,11499,11499,,,,,,,,,,,,,,,,,False,2024-07-21T15:51:55.686Z,0,,False,False,,,,,[]
320,020d843ee4debb09feed3e6f7dbeb730f06edd6b4467aabff8d7127628f17b3e56,020d843ee4debb09feed,#3399ff,2,5500000,,6ndv3gzimpwdf2woxnm3olswopbzuy2qvoje2imjhqv4kcxhyazldsyd.onion:9735,,3960,3623,4421,5849,5691,3674,,,,,,,,,,,,,,,,,False,2025-03-01T16:43:34.179Z,5,Titanium,False,False,,,,,[]
321,020d9126d568b8f0605ed65eda28c4b843bb66282a0921d721f88b8a46cbd4e661,020d9126d568b8f0605e,#3399ff,1,3118625,,,,10511,10511,10511,10511,10511,10511,,,,,,,,,,,,,,,,,False,2025-01-02T15:28:51.990Z,4,Mercury,False,False,,,,,[]
322,020d9dbe01e681ff60ccce151885011da0f1d2e4c56abda5d9aeb2e10356168182,020d9dbe01e681ff60cc,#3399ff,0,0,0.0,djo6l7iecqzoarpoeheitstlv7zjwl5oqp7a7hmsrvn32gbfvdnjbmad.onion:9735,,9774,9774,9774,9774,9774,9774,,,,,,,,,,,,,,,,020d9dbe01e681ff60cc,True,2025-03-01T14:39:09.467Z,0,,False,False,3.0,0.0,2.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Verified', 'description': 'Node signed'}]"
323,020dbe161323c55c3117dce59d7654366e6f649161923af8598fcf781719d9e49c,Iguin-node,#3399ff,1,516991,,w65os5z3eu6bghgps5m7on3w5lqmgh2ze66n5nvamc2zbrt7nlkcp6id.onion:9735,w65os5z3eu6bghgps5m7on3w5lqmgh2ze66n5nvamc2zbrt7nlkcp6id.onion:9735,10863,10863,10863,10863,10863,10863,,,,,,,,,,,,,,,,,False,2025-03-02T06:56:19.494Z,1,Aluminium,False,False,,,,,[]
324,020dbf570701ca2bd2e353d5388ecdec2fc93e87d52cfebfc6e1829672aba959b6,RobotATX,#6897bb,1,500000,,qhl4wtrunpa5w6jr4tcrw6twjq7sof74sri7gaiupg7t23dqit4owhyd.onion:9735,,9389,9389,9389,9389,9389,9389,,,,,,,,,,,,,,,,,False,2025-03-01T12:43:36.197Z,5,Titanium,False,False,,,,,[]
325,020dc414b3d1853316d926496c6a226149a34dee021131620cf0a0dc498f8f4a5d,b.volution,#68f442,8,12960113,0.0,159.69.32.62:21220,vsyaeazg5qssz3c54655cpuwt2vpwx2su3qnjbtb7sebaxcwjbwhdmad.onion:9735,2217,2013,1680,5921,3680,3870,,,,,,,,,,,,,,,,b.volution,True,2025-03-02T11:30:23.922Z,6,Tungsten,False,False,5.0,0.0,5.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Liquid', 'description': 'Has Liquidity Credits'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Verified', 'description': 'Node signed'}]"
326,020dd8fc221b1075c628bc049a0580e4dbb510d73d5416ea9a1334a518c467c5c3,020dd8fc221b1075c628,#3399ff,3,1580763,,yhsyk2h35an2p7b2aiqq4quaisijjuho6ndmygvo22kuo7n4gmadqcid.onion:9735,,2603,2907,2333,5965,2658,3997,,,,,,,,,,,,,,,,,False,2025-03-01T17:24:10.665Z,6,Tungsten,False,False,,,,,[]
327,020de401c4c456ef6ffec0f3fe728551f9fff2f44b2074221c82965b1d220e5522,Skylar,#3399ff,21,108200003,0.0,65.21.229.242:9735,,593,490,2036,5689,1482,3272,,,,,,,,,,,,,,,,Skylar,True,2025-03-01T08:46:45.353Z,7,Silver,False,False,0.0,0.0,0.0,0.0,"[{'name': 'Verified', 'description': 'Node signed'}, {'name': 'Silver', 'description': 'Node Rank 7'}]"
328,020de4c7b3fcca7eac8fe5ac0fb9c87400db5a931baec35251fe7c55f0d0f91773,XanthinTwin,#020de4,37,121105331,0.0,217.160.92.185:9735,aderssq2phg5qxk67hbrl3b3777lr2tw5z3nswf76aa4xga6j5fwipqd.onion:9735,358,485,311,4668,176,853,,,,,,,,,,,,,,,,XanthinTwin,True,2025-03-01T14:16:46.907Z,8,Gold,True,False,42.0,1.0,45.0,0.0,"[{'name': 'Honourable', 'description': 'Received 25+ good ratings and 90%+ Happy'}, {'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Passionate', 'description': 'Opened 10+ Channels'}, {'name': 'Impactful', 'description': 'Opened 25+ Channels'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'Gold', 'description': 'Node Rank 8'}]"
329,020deb273bd81cd6771ec3397403f2e74a3c22f8f4c052321c30e5c612cf538328,knudix-mini,#3399ff,4,8215480,0.0,84.213.207.54:9735,,1257,1049,2919,5619,4881,3117,,,,,,,,,,,,,,,,knudix-mini,True,2025-03-01T17:36:27.281Z,7,Silver,False,False,2.0,0.0,2.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'Silver', 'description': 'Node Rank 7'}]"
330,020df15fc426d9d3eac47c5fbb567b8d3c13aeabbd4f254635e44ca2bb69e75fa6,Mangiafuoco,#ffff00,4,12500000,200000.0,sz5hoywxsvpxfen6emrnh64dabz2w2wwmvhkzb7esq7j4zqj42qzwrid.onion:9735,,628,798,960,5463,4040,2764,,,npub1gmnthj4wsxp2xrll2vk6y6jqsk86qdst02fhz70hhqwpzu3rqkqs20wf5y,,,,,,,,,,HPE Proliant Server - ECC Ram - RAID1 hardware - UPS - dynamic Fee management - cheers from Italy! FCK THE GVRNMT,https://d48ttl5m5edbw.cloudfront.net/el45wkjv07we4qawc0s0ugyc5hel,https://d48ttl5m5edbw.cloudfront.net/r9psp54avh7qvkv2zn8sn52arqo0,Mangiafuoco,True,2025-03-02T03:48:31.197Z,7,Silver,True,False,10.0,0.0,11.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'Silver', 'description': 'Node Rank 7'}]"
331,020df9bce498c3063f8046dcf036f075556628a2165958e7e5f35838e3534e6c41,meteolab.online,#75e275,1,2000000,0.0,85.255.2.75:9735,lu2izqthsd5xteuvdgha2inc4sbmsj6udxbn6xkwkofc42ouz4ughwqd.onion:9735,10328,10328,10328,10328,10328,10328,,,,,,,,,,,,,,,,meteolab-tovarni,True,2025-03-01T17:24:19.705Z,6,Tungsten,False,False,2.0,0.0,4.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'OG', 'description': 'Early registrant'}]"
332,020e03b11c78bf51be0df8136447e057298e1456dfe37c983ac13abe899a24c469,020e03b11c78bf51be0d,#3399ff,1,500000,,74om4tdrvnn35wwsif3qozhzbtsymrjga4la5we22c4lclckxsgklzyd.onion:9735,,9285,9285,9285,9285,9285,9285,,,,,,,,,,,,,,,,,False,2025-03-01T15:04:52.859Z,6,Tungsten,False,False,,,,,[]
333,020e0e58f1adcf553a0e88ed3cb5f613b37edcaf2dc812cc70e6f239ee1fcf4fb9,020e0e58f1adcf553a0e,#3399ff,1,500000,0.0,wswvxdsali43udjtoen4jhb37glyzjf7hj5ykknaygeedqhahcn4tpqd.onion:9735,,8762,8762,8762,8762,8762,8762,,https://x.com/btcdailyreturn,,,,,,,,,,,,https://d48ttl5m5edbw.cloudfront.net/8oinksho94h7bsbgac89lhvgwbyc,https://d48ttl5m5edbw.cloudfront.net/7yoqx23lcbgmlmpg8lmaswnqczsn,btcdailyreturn,True,2025-03-01T17:15:28.861Z,6,Tungsten,False,False,2.0,0.0,3.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}]"
334,020e138dd7058eeb1b4ce8fd52ac6cb5b2f9a1f8f30890fb876e3c454bcf39008f,dist-hash,#ff5000,1,500000,,pxyimllkpstrt4rwz5ww5lvhatulnwlhvrx2kj4bxxacg24l3nao5iad.onion:9735,,10236,10236,10236,10236,10236,10236,,,,,,,,,,,,,,,,,False,2025-03-01T17:11:15.995Z,2,Iron,False,False,,,,,[]
335,020e40859c4e3190b7d57591523aba3c0215df263f5d427f64f1e0ed78a6fd9f9d,7e28602568-sphinx,#7986cb,1,70000,,,,9065,9065,9065,9065,9065,9065,,,,,,,,,,,,,,,,,False,2024-10-22T14:26:52.894Z,1,Aluminium,False,False,,,,,[]
336,020e42f399df4dde6c1ba2289538812032c7d2f7b55d3b8caba46c3756efb34d9d,020e42f399df4dde6c1b,#ff9900,6,2372000,0.0,xl4pdtctd4lqicaptjmywktfrrilakxodacnennfvqvjkn3yhwhuehyd.onion:9735,,1898,3660,3171,5770,2292,3451,,,,,,,,,,,,,,,,020e42f399df4dde6c1b,True,2025-03-02T09:06:21.273Z,6,Tungsten,False,False,0.0,0.0,0.0,0.0,"[{'name': 'Verified', 'description': 'Node signed'}]"
337,020e487f2713366b5314772c66ffdec30ec3ff013d604a5c17cd7f5ef2b46a592b,020e487f2713366b5314,#3399ff,1,1100000,,5fkfnhuryklow6bf4q7jgatj3kcyfeqczetb6xm5zzxxilnv7opsokqd.onion:9735,,10403,10403,10403,10403,10403,10403,,,,,,,,,,,,,,,,,False,2025-03-02T11:24:49.726Z,6,Tungsten,False,False,,,,,[]
338,020e5809b594aed815d27ff4336700ed21c8e062ebc4a7ac7d0149b87069e90246,inazuman,#ffa000,2,300000,0.0,hq4foocwfadsa3qhiaepknp42gyxj7ivylchzvutechcyjvs4dv6tjyd.onion:9735,,8577,8577,8577,8577,8577,8577,,,,,,,,,,,,,,,,Inazuman,False,2025-03-01T15:04:58.871Z,1,Aluminium,False,False,0.0,0.0,0.0,0.0,"[{'name': 'OG', 'description': 'Early registrant'}]"
339,020e6af79490696ce401887fd74b08440975eab7589c5b39d165fbad9a0015ea2c,anaxa01,#68f442,1,5000000,,slzhikjqcms72lhceqtig5jf4bfosweee7upkmbgjwtjheo2gbsmwbad.onion:9735,,10195,10195,10195,10195,10195,10195,,,,,,,,,,,,,,,,,False,2025-02-24T16:05:07.693Z,6,Tungsten,False,False,,,,,[]
340,020e6dd9f90cc37f2a7b5e881b6ecb6fe07f60d86416f34c63d8264356649fd8cb,⚡️KYCJELLY ⚡,#ffffff,5,35746911,,rpkor5hhgvujw7jobek5dmorhuqwfpdo2xeoino4wmhnjfagy47tyzad.onion:9735,,3626,1205,4336,5174,2280,1027,,,,,,,,,,,,,,,,,False,2025-03-02T03:48:13.840Z,6,Tungsten,False,False,,,,,[]
341,020e711f3f85fcca387535a3c0ec991b642d86c83749785372b6f49354c05d844b,IBN9,#3399ff,2,460000,,e32pvqpf3rfem7ms4xsak7xfmy27c5ttww4d7kuuk3pnfhzwjujhvmid.onion:9735,,5219,5300,5382,5410,5484,2655,,,,,,,,,,,,,,,,,False,2025-03-01T14:35:44.754Z,2,Iron,False,False,,,,,[]
342,020e770b0a0d2410ac31d67737f1ff6ff0fa6ed3b73a7c36140ef6867ffe3b8f4b,Hamster,#ff1694,4,30487568,0.0,xco6pd2ndnpo3mqgipdgt6wrjmc54asuev5hfo3ucsvdu5rhxzvaesid.onion:9735,,3557,1119,4040,5615,2701,3104,,,,,,,,,,,,,,,,Hamster,True,2025-03-02T02:39:16.114Z,6,Tungsten,False,False,2.0,0.0,1.0,1.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Verified', 'description': 'Node signed'}]"
343,020e8091a59f0983ea4adf0f3e0d575e15d9cee676e827eafd3946f65ae869fafc,LordBit,#3399ff,6,3760000,,31.189.53.251:9735,3wifn2lo736ao5f2lfdz53gbum47ozkq7uxf6kdsu7pyatjbj7oedqad.onion:9735,3187,2897,3555,5738,578,832,,,,,,,,,,,,,,,,,False,2025-03-01T17:35:12.990Z,6,Tungsten,False,False,,,,,[]
344,020e96ea8cc19b7ed74cc0d1115b04cb30195456ddc5753895e0e5bbe39c0f8df1,020e96ea8cc19b7ed74c,#3399ff,1,87542,,mnzqst3kuwdipgfhjgqonhuoruuh3vr7ishfrd3ebagktygw2ygrgxqd.onion:9735,,5139,5699,5027,5359,5449,2512,,,,,,,,,,,,,,,,,False,2025-03-01T14:33:03.193Z,2,Iron,False,False,,,,,[]
345,020e97e3b9a3f8206b18e02d372c9314e1483caa4f6905f5aca8fee3e83039a445,020e97e3b9a3f8206b18,#3399ff,1,400000,,bm7b4vmpsdvbkit4gi5dfebhir7ibuuzxwns2u765lk4jxny37mevtyd.onion:9735,,2514,3044,2030,5580,5699,2556,,,,,,,,,,,,,,,,,False,2025-03-01T14:17:49.048Z,6,Tungsten,False,False,,,,,[]
346,020ebf0fc881b51b5745074900c48a2e26b53de4409d0c935851d964a5f8dd53a0,020ebf0fc881b51b5745,#3399ff,1,500000,,fnudeol5vrvckmvpg3odxzuynjarttfxg4htskbf332h43n456mtpoid.onion:9735,,10108,10108,10108,10108,10108,10108,,,,,,,,,,,,,,,,,False,2025-03-01T16:11:42.593Z,6,Tungsten,False,False,,,,,[]
347,020ec8725e77d88fca4667428290bcb749aa908c244e2313d0ae03417f79041860,Toda,#020ec8,11,2000001,,,,986,2739,519,4936,1288,4546,,,,,,,,,,,,,,,,,False,2025-03-01T15:13:51.667Z,7,Silver,False,False,,,,,[]
348,020ec9d5bfbeef8ffb2754d763568fd7ed1bc32b41a55fe25915d4024759592b8e,020ec9d5bfbeef8ffb27,#3399ff,1,100000,,gekaq6ri3aqe35eh7ts3tnasn5tix3t7rhoqyidtwgsokxomjvjg2yyd.onion:9735,,9684,9684,9684,9684,9684,9684,,,,,,,,,,,,,,,,,False,2024-10-23T16:21:31.526Z,0,,False,False,,,,,[]
349,020ed2638dccd052f85d70da0184ef133d8a62231cc07eef54f53bb3feb529da6a,LNDshock1.34,#0fa055,14,64929331,,v3nqy24kctiadmmt2rmw2nf3lhrwiw4l4ojd26xsx2rlw5phl6evmvad.onion:9735,,543,546,2570,4788,3138,4201,,,,,,,,,,,,,,,,,False,2025-03-01T17:24:22.710Z,7,Silver,False,False,,,,,[]
350,020ed509219fd80971c18d954e42fb932af4b230d07050c03c52484fd7492572c9,FloLightning,#ff9900,1,1073838,0.0,pkdjlzfksjpmyt3uho3oijjphweqhdxf7jgz5ctdgojckam4b6ffvmid.onion:9735,,10222,10222,10222,10222,10222,10222,,,,,,,,,,,,,,,,FloLightning,True,2025-02-11T16:24:20.667Z,0,,False,False,0.0,0.0,0.0,0.0,"[{'name': 'Verified', 'description': 'Node signed'}]"
351,020ed75528223374ae6886cc45de3456148deb2e9f7c1de54af0b0b4693dba4efb,Bitwolf,#ff8c33,1,30000,,qfkcbdedxbvnhmkbtdmyd6f3ws35llszsj6zr3iyqec4eryinhybzryd.onion:9735,,11186,11186,11186,11186,11186,11186,,,,,,,,,,,,,,,,,False,2024-10-18T14:43:45.948Z,0,,False,False,,,,,[]
